gene_list	this_sample
DSG2	190.9
TTR	0.4
B4GALT6	7.6
SLC25A52	0.4
TRAPPC8	43.9
RNF125	4.6
RNF138	18.6
GAREM1	16.3
MEP1B	0.6
KLHL14	0.0
CCDC178	0.0
ASXL3	0.5
NOL4	0.0
DTNA	7.3
MAPRE2	24.7
ZNF397	42.1
ZSCAN30	43.6
ZNF24	37.2
ZNF396	5.1
AC007998.2	0.0
INO80C	43.4
GALNT1	51.7
C18orf21	20.9
RPRD1A	47.6
SLC39A6	25.4
ELP2	76.7
MOCOS	14.1
FHOD3	7.4
TPGS2	46.2
KIAA1328	10.3
CELF4	0.8
PIK3C3	50.8
RIT2	0.0
SYT4	0.0
SETBP1	13.2
SLC14A2	0.3
SLC14A1	79.4
SIGLEC15	7.5
EPG5	32.7
PSTPIP2	7.9
ATP5F1A	82.3
HAUS1	16.7
C18orf25	23.1
RNF165	0.2
LOXHD1	0.4
ST8SIA5	0.0
PIAS2	25.6
KATNAL2	4.9
ELOA3D	3.0
ELOA2	0.6
HDHD2	36.2
AC012254.2	19.5
IER3IP1	11.1
SKOR2	0.0
SMAD2	57.9
ZBTB7C	1.0
CTIF	17.2
SMAD7	20.5
DYM	38.3
C18orf32	28.6
RPL17-C18orf32	13.7
RPL17	240.1
LIPG	7.1
ACAA2	46.6
AC090227.2	0.0
MYO5B	47.5
CFAP53	2.1
MBD1	76.5
CXXC1	29.6
SKA1	3.9
MAPK4	0.0
MRO	0.3
ME2	21.4
ELAC1	10.8
AC091551.1	6.1
SMAD4	60.3
MEX3C	32.3
DCC	0.1
MBD2	40.9
POLI	30.5
STARD6	0.4
C18orf54	6.9
DYNAP	0.0
RAB27B	86.3
CCDC68	127.7
TCF4	61.2
TXNL1	22.4
WDR7	23.9
BOD1L2	0.0
ST8SIA3	2.1
ONECUT2	24.1
FECH	10.2
NARS1	84.2
ATP8B1	33.1
NEDD4L	51.2
ALPK2	1.2
MALT1	21.6
ZNF532	111.4
SEC11C	56.7
GRP	11.7
RAX	0.0
CPLX4	0.0
LMAN1	87.5
CCBE1	0.2
PMAIP1	40.2
MC4R	0.0
CDH20	2.7
RNF152	27.3
PIGN	41.4
RELCH	63.9
TNFRSF11A	20.6
ZCCHC2	28.0
PHLPP1	7.2
BCL2	8.7
KDSR	39.5
VPS4B	57.5
SERPINB5	134.7
SERPINB12	0.0
SERPINB13	0.4
SERPINB4	2.1
SERPINB11	8.4
SERPINB3	43.3
SERPINB7	3.7
SERPINB2	0.0
SERPINB10	0.0
HMSD	1.1
SERPINB8	32.9
CDH7	0.0
CDH19	5.4
DSEL	1.3
TMX3	62.9
CCDC102B	16.0
DOK6	1.0
CD226	2.8
RTTN	34.9
SOCS6	49.7
CBLN2	0.0
NETO1	0.1
FBXO15	0.9
TIMM21	13.6
CYB5A	12.2
C18orf63	0.0
DIPK1C	0.2
CNDP2	113.3
CNDP1	0.1
ZNF407	32.2
ZADH2	18.4
TSHZ1	15.8
SMIM21	0.0
ZNF516	8.5
ZNF236	23.7
MBP	74.8
GALR1	0.0
SALL3	0.0
ATP9B	50.2
NFATC1	4.4
CTDP1	22.0
KCNG2	1.7
SLC66A2	34.2
HSBP1L1	47.7
TXNL4A	29.7
AC090360.1	2.6
RBFA	14.0
ADNP2	18.8
PARD6G	4.3
OR4F17	0.2
PLPP2	56.0
MIER2	14.7
THEG	0.0
C2CD4C	0.6
SHC2	84.9
ODF3L2	0.2
MADCAM1	0.7
TPGS1	5.6
CDC34	36.8
GZMM	0.0
BSG	324.8
HCN2	0.2
POLRMT	20.1
FGF22	1.6
RNF126	34.7
FSTL3	58.6
PRSS57	0.0
PALM	10.1
MISP	123.9
PTBP1	151.0
PLPPR3	1.2
AZU1	0.5
PRTN3	0.0
ELANE	0.0
CFD	3.7
MED16	27.8
R3HDM4	93.6
KISS1R	0.3
ARID3A	10.5
WDR18	19.8
GRIN3B	1.5
TMEM259	91.5
CNN2	193.3
ABCA7	32.2
ARHGAP45	30.3
POLR2E	47.9
GPX4	143.9
SBNO2	89.2
STK11	34.8
CBARP	0.4
ATP5F1D	27.6
MIDN	94.2
CIRBP	264.1
FAM174C	24.6
EFNA2	1.6
PWWP3A	71.5
NDUFS7	26.9
GAMT	2.6
DAZAP1	76.0
RPS15	203.3
APC2	2.6
C19orf25	34.2
PCSK4	3.3
REEP6	5.8
ADAMTSL5	12.2
PLK5	0.0
MEX3D	6.1
MBD3	37.3
AC005943.1	0.0
UQCR11	35.5
TCF3	33.8
ONECUT3	14.8
ATP8B3	8.8
REXO1	17.4
KLF16	11.5
ABHD17A	22.9
SCAMP4	63.1
ADAT3	3.9
CSNK1G2	31.7
BTBD2	59.4
MKNK2	68.6
MOB3A	29.8
IZUMO4	4.4
AP3D1	80.6
DOT1L	16.7
PLEKHJ1	32.8
SF3A2	79.2
AMH	35.6
JSRP1	2.2
OAZ1	354.3
AC005258.1	0.0
PEAK3	1.0
LINGO3	0.4
LSM7	65.8
SPPL2B	70.6
TMPRSS9	3.0
TIMM13	20.2
LMNB2	22.4
GADD45B	35.6
GNG7	1.4
DIRAS1	0.5
AC006538.2	2.2
SLC39A3	10.2
SGTA	28.7
THOP1	12.8
ZNF554	4.2
ZNF555	4.1
ZNF556	0.0
ZNF57	11.9
ZNF77	7.4
TLE6	5.7
TLE2	6.9
TLE5	206.5
GNA11	36.3
GNA15	13.3
S1PR4	28.2
NCLN	35.3
CELF5	0.0
NFIC	28.4
SMIM24	4.1
AC005551.1	0.3
DOHH	5.3
FZR1	29.6
MFSD12	99.4
C19orf71	19.0
HMG20B	35.3
GIPC3	1.3
TBXA2R	1.1
CACTIN	17.9
PIP5K1C	28.4
TJP3	112.0
APBA3	19.8
MRPL54	23.6
RAX2	0.2
MATK	2.2
ZFR2	0.0
ATCAY	0.0
NMRK2	0.0
DAPK3	44.1
EEF2	552.4
PIAS4	13.7
ZBTB7A	39.0
MAP2K2	59.5
CREB3L3	51.7
SIRT6	31.7
ANKRD24	3.3
EBI3	1.3
YJU2	18.5
SHD	0.2
TMIGD2	0.2
FSD1	0.9
STAP2	10.9
MPND	12.1
SH3GL1	36.7
CHAF1A	16.1
UBXN6	48.7
HDGFL2	31.5
PLIN4	2.8
PLIN5	1.1
AC011498.4	0.9
LRG1	12.6
SEMA6B	3.9
TNFAIP8L1	11.9
MYDGF	59.6
DPP9	106.9
FEM1A	7.8
TICAM1	23.4
PLIN3	81.4
ARRDC5	0.6
UHRF1	11.4
KDM4B	34.4
PTPRS	7.2
ZNRF4	0.0
TINCR	0.7
SAFB2	91.4
SAFB	82.0
RPL36	247.6
MICOS13	22.9
HSD11B1L	4.6
LONP1	38.3
CATSPERD	0.0
PRR22	4.8
AC011499.1	0.0
DUS3L	19.6
NRTN	0.1
FUT6	0.0
FUT3	0.3
FUT5	0.2
AC024592.3	0.6
NDUFA11	38.6
AC104532.1	0.4
VMAC	11.4
CAPS	16.4
RANBP3	63.7
RFX2	9.2
ACSBG2	1.1
MLLT1	16.6
ACER1	0.0
CLPP	21.2
ALKBH7	12.7
PSPN	2.8
GTF2F1	37.8
KHSRP	85.9
SLC25A41	0.2
SLC25A23	9.7
CRB3	26.8
DENND1C	16.5
TUBB4A	0.0
TNFSF9	7.7
CD70	14.2
TNFSF14	4.2
C3	332.2
GPR108	92.9
TRIP10	180.1
SH2D3A	101.7
VAV1	27.4
ADGRE1	0.7
MBD3L2B	0.0
MBD3L5	0.0
MBD3L4	0.0
MBD3L2	0.0
MBD3L3	0.0
ZNF557	24.6
INSR	131.5
AC119396.1	3.5
AC008878.3	0.0
ARHGEF18	58.6
PEX11G	7.4
TEX45	0.0
AC008878.1	0.0
ZNF358	21.4
MCOLN1	29.6
AC008878.2	0.3
PNPLA6	67.1
CAMSAP3	25.2
XAB2	43.1
PET100	64.9
AC008763.2	0.4
PCP2	3.7
STXBP2	163.7
RETN	0.8
MCEMP1	0.7
AC008763.3	37.4
TRAPPC5	1.7
FCER2	0.0
CLEC4G	0.0
CD209	0.8
CLEC4M	0.0
EVI5L	14.9
PRR36	1.8
LRRC8E	14.2
MAP2K7	27.5
TGFBR3L	0.7
SNAPC2	18.0
CTXN1	1.0
TIMM44	47.8
ELAVL1	33.7
CCL25	0.0
FBN3	0.0
CERS4	12.2
CD320	13.9
AC010323.1	1.3
NDUFA7	72.9
RPS28	140.0
KANK3	1.5
ANGPTL4	20.7
RAB11B	92.7
MARCHF2	50.4
HNRNPM	186.9
PRAM1	5.7
ZNF414	8.3
MYO1F	56.4
ADAMTS10	41.1
LINC01862	0.0
ACTL9	0.0
OR2Z1	0.0
ZNF558	42.7
MBD3L1	0.0
MUC16	102.3
OR1M1	0.0
OR7G2	0.0
OR7G1	0.0
OR7G3	0.0
ZNF317	46.9
OR7D2	0.1
OR7D4	0.0
OR7E24	0.0
ZNF699	7.7
ZNF559	29.9
ZNF559-ZNF177	13.7
ZNF177	1.8
ZNF266	82.4
ZNF560	0.0
ZNF426	23.9
ZNF121	73.7
ZNF561	63.5
ZNF562	61.4
ZNF846	86.8
FBXL12	39.4
UBL5	243.5
PIN1	57.4
OLFM2	3.9
COL5A3	16.4
RDH8	0.2
SHFL	67.3
ANGPTL6	2.6
PPAN-P2RY11	0.0
PPAN	31.0
P2RY11	23.9
EIF3G	188.5
DNMT1	80.8
S1PR2	6.2
MRPL4	45.5
ICAM1	43.2
ICAM4	0.2
ICAM5	0.3
ZGLP1	3.6
AC011511.1	4.2
FDX2	9.1
AC011511.4	0.0
RAVER1	34.9
ICAM3	7.2
TYK2	136.1
CDC37	254.1
PDE4A	36.4
KEAP1	48.0
S1PR5	0.7
ATG4D	22.9
KRI1	31.4
CDKN2D	9.6
AP1M2	5.5
SLC44A2	49.3
ILF3	181.3
QTRT1	51.9
DNM2	542.8
TMED1	21.9
C19orf38	5.4
CARM1	46.0
YIPF2	41.1
TIMM29	30.7
SMARCA4	110.1
LDLR	274.6
SPC24	13.0
KANK2	82.8
DOCK6	153.9
ANGPTL8	9.9
TSPAN16	1.1
RAB3D	22.3
TMEM205	107.3
CCDC159	43.0
PLPPR2	14.7
SWSAP1	6.0
EPOR	5.6
RGL3	4.9
CCDC151	0.3
PRKCSH	407.6
ELAVL3	0.0
AC008481.3	0.0
ZNF653	15.0
ECSIT	19.7
CNN1	17.8
ELOF1	58.8
ZNF627	33.5
ACP5	82.4
ZNF823	33.5
ZNF441	33.2
ZNF491	12.8
ZNF440	53.6
ZNF439	15.8
ZNF69	39.0
ZNF700	77.7
AC008770.2	6.3
ZNF763	9.5
AC008770.4	0.0
ZNF433	22.0
AC008770.1	0.0
ZNF878	1.9
ZNF844	15.5
AC022415.3	1.6
ZNF20	16.2
ZNF625-ZNF20	0.0
ZNF625	16.3
ZNF136	31.6
ZNF44	78.5
ZNF563	9.1
ZNF442	5.4
ZNF799	20.2
AC008758.5	10.6
ZNF443	24.1
AC008758.6	0.8
ZNF709	5.5
AC008758.1	0.0
ZNF564	60.0
AC010422.6	1.1
ZNF490	25.9
ZNF791	37.2
AC010422.3	6.7
MAN2B1	103.5
AC010422.5	0.0
WDR83	19.7
AC010422.8	30.4
WDR83OS	7.3
DHPS	50.5
FBXW9	10.1
TNPO2	77.4
TRIR	106.7
GET3	58.4
BEST2	0.1
HOOK2	52.5
JUNB	173.5
PRDX2	73.2
THSD8	0.0
RNASEH2A	17.1
RTBDN	0.1
MAST1	0.2
DNASE2	42.6
KLF1	0.0
GCDH	21.8
SYCE2	6.1
FARSA	56.1
CALR	541.0
RAD23A	154.2
GADD45GIP1	29.7
DAND5	0.3
NFIX	36.3
LYL1	6.7
TRMT1	54.0
NACC1	63.8
STX10	55.9
IER2	94.8
CACNA1A	2.8
CCDC130	95.0
MRI1	46.1
C19orf53	88.2
ZSWIM4	22.1
NANOS3	1.4
C19orf57	1.3
CC2D1A	38.2
PODNL1	3.1
DCAF15	45.7
RFX1	16.1
RLN3	0.0
IL27RA	3.1
PALM3	0.9
MISP3	8.6
C19orf67	1.6
SAMD1	15.3
PRKACA	47.1
ASF1B	11.7
ADGRL1	10.7
ADGRE5	193.2
DDX39A	136.4
PKN1	81.8
PTGER1	1.1
GIPC1	113.6
DNAJB1	155.9
TECR	120.1
NDUFB7	152.8
CLEC17A	0.3
ADGRE3	1.4
ZNF333	46.0
ADGRE2	12.1
OR7C1	0.1
OR7A5	0.0
OR7A10	0.0
OR7A17	0.0
OR7C2	0.0
SLC1A6	0.0
CCDC105	0.0
CASP14	0.0
OR1I1	0.0
SYDE1	15.0
ILVBL	58.1
NOTCH3	72.8
EPHX3	2.6
BRD4	103.7
AKAP8	52.1
AKAP8L	185.8
WIZ	42.9
RASAL3	5.9
PGLYRP2	0.3
CYP4F22	0.0
CYP4F8	0.0
CYP4F3	104.9
CYP4F12	97.9
OR10H2	0.0
OR10H3	0.0
OR10H5	0.0
OR10H1	0.1
CYP4F2	1.3
CYP4F11	13.2
OR10H4	0.0
TPM4	551.6
RAB8A	110.8
HSH2D	52.8
CIB3	0.0
FAM32A	113.7
AP1M1	69.3
KLF2	34.4
EPS15L1	62.1
CALR3	0.0
AC008764.1	0.2
C19orf44	15.8
CHERP	42.5
SLC35E1	53.6
MED26	26.2
AC008764.4	2.7
SMIM7	101.9
TMEM38A	16.7
NWD1	2.8
SIN3B	80.9
F2RL3	2.4
CPAMD8	0.3
HAUS8	12.8
MYO9B	144.5
USE1	37.7
OCEL1	17.9
NR2F6	38.7
AC010646.1	0.0
USHBP1	4.0
BABAM1	126.6
AC010463.1	0.0
ANKLE1	2.3
ABHD8	9.5
MRPL34	30.2
DDA1	54.8
ANO8	83.0
GTPBP3	34.6
PLVAP	49.8
CCDC194	0.1
BST2	31.5
MVB12A	46.5
TMEM221	0.5
AC010319.2	0.0
NXNL1	0.0
SLC27A1	35.3
PGLS	113.7
NIBAN3	0.6
COLGALT1	178.9
UNC13A	1.7
MAP1S	48.9
FCHO1	39.7
B3GNT3	162.2
INSL3	21.9
JAK3	11.2
RPL18A	323.0
SLC5A5	0.2
CCDC124	38.4
KCNN1	0.5
ARRDC2	245.2
IL12RB1	5.7
MAST3	47.3
AC007192.1	27.2
PIK3R2	2.2
IFI30	175.1
MPV17L2	11.6
RAB3A	1.1
AC008397.2	0.8
PDE4C	0.3
AC008397.1	1.0
IQCN	62.0
JUND	84.1
LSM4	63.8
PGPEP1	65.9
GDF15	23.9
LRRC25	6.9
SSBP4	24.3
ISYNA1	18.0
ELL	24.4
FKBP8	185.1
KXD1	81.6
UBA52	477.6
CRLF1	8.0
REX1BD	42.4
TMEM59L	0.0
KLHL26	7.3
CRTC1	9.4
COMP	4.2
UPF1	90.4
GDF1	0.4
CERS1	0.8
COPE	169.4
AC002985.1	0.5
DDX49	42.5
HOMER3	25.6
SUGP2	96.6
ARMC6	28.4
SLC25A42	6.3
TMEM161A	26.8
MEF2B	5.9
BORCS8-MEF2B	10.6
BORCS8	33.2
RFXANK	66.9
NR2C2AP	26.2
NCAN	0.0
HAPLN4	0.0
TM6SF2	18.5
SUGP1	80.8
MAU2	132.7
GATAD2A	145.2
TSSK6	4.1
NDUFA13	233.5
AC011448.1	11.1
YJEFN3	24.9
CILP2	1.0
PBX4	10.6
LPAR2	40.4
GMIP	31.6
ATP13A1	96.4
ZNF101	20.4
ZNF14	14.6
ZNF506	77.4
ZNF253	16.1
ZNF93	4.7
ZNF682	10.2
ZNF90	4.0
ZNF486	2.0
ZNF737	12.6
ZNF626	3.2
ZNF66	3.1
ZNF85	6.1
ZNF430	16.3
ZNF714	11.6
ZNF431	20.0
ZNF708	38.1
ZNF738	9.5
ZNF493	60.7
AC010615.4	0.0
ZNF429	18.2
ZNF100	15.7
ZNF43	7.0
ZNF208	3.0
ZNF257	1.2
ZNF676	1.7
ZNF729	0.0
ZNF98	0.6
ZNF492	0.2
ZNF99	0.1
ZNF723	0.0
ZNF728	0.3
ZNF730	0.3
ZNF724	5.9
AC092329.3	0.0
ZNF91	91.2
ZNF675	25.1
ZNF681	0.6
ZNF726	0.6
ZNF254	52.7
UQCRFS1	22.4
VSTM2B	0.0
POP4	45.6
PLEKHF1	11.0
C19orf12	49.0
CCNE1	5.7
URI1	79.9
ZNF536	0.0
TSHZ3	3.7
ZNF507	33.9
DPY19L3	32.3
PDCD5	82.1
ANKRD27	39.9
RGS9BP	0.1
NUDT19	19.9
TDRD12	1.2
SLC7A9	11.0
CEP89	37.6
FAAP24	4.0
RHPN2	110.5
GPATCH1	21.1
WDR88	2.7
LRP3	13.7
SLC7A10	0.5
CEBPA	20.0
CEBPG	60.7
PEPD	40.1
CHST8	0.0
KCTD15	89.2
LSM14A	129.8
KIAA0355	51.4
GPI	225.9
AC092073.1	0.0
PDCD2L	16.2
UBA2	107.6
WTIP	7.9
SCGB2B2	5.9
ZNF302	65.3
ZNF181	19.0
ZNF599	7.5
ZNF30	8.1
ZNF792	12.5
GRAMD1A	182.3
SCN1B	13.3
HPN	3.4
AC020907.6	0.0
FXYD3	67.5
LGI4	2.2
FXYD1	0.8
FXYD7	0.9
FXYD5	170.8
FAM187B	0.0
LSR	174.8
USF2	120.2
HAMP	2.3
MAG	0.0
CD22	12.9
FFAR1	0.0
FFAR3	0.3
GPR42	0.1
FFAR2	1.6
KRTDAP	0.6
DMKN	112.1
SBSN	0.0
GAPDHS	2.7
TMEM147	59.9
ATP4A	0.2
PMIS2	0.0
HAUS5	23.1
RBM42	58.7
ETV2	1.0
COX6B1	410.1
UPK1A	0.0
ZBTB32	3.2
KMT2B	45.5
IGFLR1	12.0
AD000671.2	4.2
U2AF1L4	29.5
PSENEN	64.0
AD000671.1	9.6
LIN37	29.2
HSPB6	1.4
PROSER3	31.9
ARHGAP33	13.3
PRODH2	7.2
NPHS1	0.0
KIRREL2	0.1
APLP1	0.8
NFKBID	21.9
HCST	4.6
TYROBP	70.0
LRFN3	4.9
SDHAF1	10.5
SYNE4	7.2
ALKBH6	19.8
CLIP3	6.9
THAP8	5.4
WDR62	12.7
OVOL3	2.5
POLR2I	36.4
TBCB	117.4
CAPNS1	278.7
COX7A1	15.5
ZNF565	13.9
ZNF146	98.8
ZFP14	12.8
ZFP82	1.8
ZNF566	27.3
ZNF260	19.9
ZNF529	27.1
ZNF382	13.9
ZNF461	28.1
ZNF567	25.1
ZNF850	6.9
ZNF790	21.5
ZNF345	16.1
ZNF829	5.6
ZNF568	15.4
ZNF420	10.2
AC012309.1	13.2
ZNF585A	17.5
ZNF585B	29.5
ZNF383	21.7
ZNF875	118.1
ZNF527	10.1
ZNF569	8.6
ZNF570	8.3
ZNF793	10.4
ZNF540	5.1
ZNF571	14.0
ZFP30	24.8
ZNF781	2.9
AC093227.2	1.2
ZNF607	13.7
ZNF573	26.1
WDR87	0.0
SIPA1L3	131.4
DPF1	0.6
SPINT2	532.6
PPP1R14A	4.3
AC011479.2	114.6
YIF1B	95.3
C19orf33	310.8
KCNK6	34.2
CATSPERG	9.6
PSMD8	157.6
GGN	4.0
SPRED3	47.0
FAM98C	25.9
RASGRP4	3.3
RYR1	1.4
MAP4K1	3.3
EIF3K	169.2
ACTN4	778.3
CAPN12	21.7
LGALS7	4.0
LGALS7B	0.8
LGALS4	1791.6
ECH1	120.1
AC008982.1	0.0
HNRNPL	222.5
RINL	15.7
SIRT2	57.1
NFKBIB	21.9
CCER2	2.2
SARS2	27.6
AC011455.2	0.0
MRPS12	23.7
FBXO17	17.5
FBXO27	2.2
ACP7	0.0
PAK4	58.2
NCCRP1	0.2
SYCN	0.0
IFNL3	0.0
IFNL2	0.0
IFNL1	0.0
LRFN1	0.1
GMFG	12.4
SAMD4B	172.7
PAF1	44.5
MED29	30.7
ZFP36	165.6
PLEKHG2	37.0
RPS16	185.3
SUPT5H	144.8
TIMM50	41.9
DLL3	0.0
SELENOV	0.0
EID2B	3.0
EID2	6.1
LGALS13	0.0
LGALS16	0.0
LGALS14	0.0
CLC	0.0
LEUTX	0.0
DYRK1B	25.3
FBL	68.2
FCGBP	83.8
PSMC4	179.0
ZNF546	30.7
ZNF780B	54.9
ZNF780A	35.3
MAP3K10	19.6
TTC9B	0.8
CNTD2	0.1
AKT2	115.7
C19orf47	13.7
PLD3	158.7
HIPK4	0.7
PRX	3.3
SERTAD1	30.5
SERTAD3	66.2
BLVRB	97.2
SPTBN4	0.8
SHKBP1	119.7
LTBP4	142.9
NUMBL	39.0
COQ8B	100.1
ITPKC	40.9
C19orf54	17.1
SNRPA	70.6
MIA	55.9
MIA-RAB4B	23.5
RAB4B	47.1
RAB4B-EGLN2	3.2
EGLN2	111.1
AC008537.1	0.0
CYP2A6	0.9
CYP2A7	1.0
CYP2B6	0.4
CYP2A13	0.0
CYP2F1	1.0
CYP2S1	127.5
AXL	99.9
HNRNPUL1	197.7
TGFB1	47.3
CCDC97	47.2
AC011462.1	3.8
TMEM91	17.9
B9D2	15.4
EXOSC5	19.6
BCKDHA	32.4
B3GNT8	8.7
DMAC2	28.5
ERICH4	0.0
CEACAM21	1.3
CEACAM4	0.7
CEACAM7	0.1
CEACAM5	2878.0
AC243967.1	136.9
CEACAM6	1714.5
CEACAM3	6.1
LYPD4	0.0
DMRTC2	0.0
RPS19	311.0
CD79A	2.8
ARHGEF1	231.7
ERFL	5.6
RABAC1	74.2
AC010616.1	0.0
ATP1A3	0.2
GRIK5	0.5
ZNF574	27.8
POU2F2	12.2
DEDD2	58.9
ZNF526	25.3
GSK3A	33.3
AC006486.1	0.0
ERF	53.9
CIC	57.0
PAFAH1B3	16.1
PRR19	1.1
TMEM145	0.0
MEGF8	21.0
CNFN	0.0
LIPE	10.8
CXCL17	1.0
CEACAM1	401.4
CEACAM8	0.1
PSG3	0.0
PSG8	0.0
PSG1	0.0
PSG6	0.0
PSG7	0.0
PSG11	0.0
PSG2	0.0
PSG5	0.0
PSG4	0.0
PSG9	0.0
CD177	0.8
TEX101	0.0
LYPD3	4.3
PHLDB3	24.1
ETHE1	171.5
ZNF575	11.6
XRCC1	59.6
L34079.1	0.0
PINLYP	4.0
IRGQ	28.7
ZNF576	19.3
SRRM5	5.9
ZNF428	16.2
CADM4	8.2
PLAUR	658.1
IRGC	0.0
SMG9	76.4
KCNN4	225.5
LYPD5	3.2
ZNF283	54.4
ZNF404	32.8
ZNF45	38.5
ZNF221	19.3
ZNF155	38.1
ZNF230	13.1
ZNF222	18.8
AC067968.1	0.0
ZNF223	43.5
ZNF284	11.9
ZNF224	120.5
ZNF225	25.2
ZNF234	46.0
ZNF226	59.9
ZNF227	76.8
ZNF235	56.0
ZNF233	19.2
ZNF112	28.7
AC245748.1	0.0
ZNF285	10.5
ZNF229	8.0
ZNF180	33.1
CEACAM20	0.7
IGSF23	9.9
PVR	220.9
CEACAM19	160.5
CEACAM16	3.0
BCL3	72.4
CBLC	33.3
BCAM	29.0
NECTIN2	216.3
TOMM40	63.9
APOE	477.1
APOC1	206.8
APOC4	0.0
APOC4-APOC2	1.9
APOC2	60.7
CLPTM1	124.4
RELB	50.5
CLASRP	109.4
ZNF296	7.3
GEMIN7	33.3
MARK4	29.0
PPP1R37	57.7
NKPD1	4.8
TRAPPC6A	20.5
BLOC1S3	26.2
EXOC3L2	4.2
CKM	0.8
KLC3	1.2
ERCC2	32.9
PPP1R13L	51.9
CD3EAP	5.8
ERCC1	68.3
FOSB	3.6
RTN2	39.5
PPM1N	5.8
VASP	334.2
OPA3	42.0
GPR4	2.6
EML2	232.8
GIPR	55.6
SNRPD2	174.0
QPCTL	11.0
FBXO46	25.2
BHMG1	0.1
SIX5	17.3
DMPK	135.1
AC011530.1	1.9
DMWD	134.6
RSPH6A	1.3
SYMPK	138.9
FOXA3	15.9
IRF2BP1	17.5
MYPOP	9.0
NANOS2	0.1
NOVA2	0.9
CCDC61	36.3
PGLYRP1	5.0
IGFL4	8.0
IGFL3	0.4
IGFL2	12.7
IGFL1	0.0
HIF3A	34.9
PPP5C	168.4
CCDC8	3.8
PNMA8C	0.0
PNMA8A	1.3
PPP5D1	2.5
PNMA8B	1.5
CALM3	446.5
PTGIR	5.0
GNG8	0.0
DACT3	1.4
PRKD2	126.0
STRN4	184.8
FKRP	29.0
SLC1A5	70.3
AP2S1	111.1
ARHGAP35	123.6
NPAS1	14.4
TMEM160	9.3
ZC3H4	61.8
SAE1	139.0
BBC3	44.3
CCDC9	49.3
INAFM1	17.2
C5AR1	35.6
C5AR2	1.0
DHX34	38.9
MEIS3	7.9
SLC8A2	0.4
KPTN	10.1
NAPA	199.4
ZNF541	0.2
BICRA	26.0
EHD2	123.6
NOP53	100.8
SELENOW	358.9
TPRX1	0.2
CRX	0.0
SULT2A1	0.0
BSPH1	0.0
ELSPBP1	0.0
CABP5	0.0
PLA2G4C	116.1
LIG1	46.4
ZSWIM9	9.5
CARD8	88.9
ZNF114	0.7
CCDC114	5.8
EMP3	718.3
TMEM143	13.1
SYNGR4	0.0
KDELR1	278.2
GRIN2D	1.4
GRWD1	28.3
KCNJ14	9.9
AC008403.1	0.0
CYTH2	253.4
LMTK3	4.1
SULT2B1	4.6
FAM83E	112.8
SPACA4	22.5
RPL18	774.1
SPHK2	32.4
DBP	8.0
CA11	1.0
NTN5	0.4
FUT2	128.5
MAMSTR	6.1
RASIP1	3.4
IZUMO1	0.4
FUT1	1.1
FGF21	0.0
BCAT2	77.3
HSD17B14	7.6
PLEKHA4	14.0
PPP1R15A	115.5
TULP2	0.8
NUCB1	259.3
DHDH	1.9
BAX	135.5
FTL	4598.6
GYS1	58.5
RUVBL2	118.8
LHB	9.5
AC008687.4	2.9
CGB3	1.0
AC008687.1	0.0
CGB2	0.2
CGB1	0.5
CGB5	1.0
CGB8	2.1
CGB7	1.2
AC008687.8	0.0
NTF4	2.4
KCNA7	0.2
SNRNP70	286.5
LIN7B	11.6
C19orf73	1.5
PPFIA3	6.1
HRC	0.6
TRPM4	106.3
SLC6A16	4.6
CD37	22.0
TEAD2	14.4
DKKL1	0.0
CCDC155	0.0
PTH2	0.0
GFY	0.0
SLC17A7	0.1
PIH1D1	167.3
ALDH16A1	46.2
AC010619.2	0.0
FLT3LG	12.8
RPL13A	1587.7
RPS11	1479.7
FCGRT	278.5
RCN3	95.5
NOSIP	89.1
PRRG2	11.9
PRR12	48.7
RRAS	211.6
SCAF1	59.0
IRF3	184.6
BCL2L12	28.0
PRMT1	252.6
ADM5	19.9
CPT1C	6.6
TSKS	0.5
AP2A1	110.7
FUZ	37.4
MED25	94.9
PTOV1	230.5
PNKP	158.5
AKT1S1	44.6
TBC1D17	66.6
IL4I1	12.3
NUP62	126.7
AC011452.2	0.6
ATF5	47.3
SIGLEC11	1.9
VRK3	274.7
ZNF473	37.4
IZUMO2	0.2
MYH14	228.7
KCNC3	5.0
NR1H2	126.8
NAPSA	13.0
POLD1	30.0
AC020909.1	0.0
SPIB	0.6
MYBPC2	0.0
FAM71E1	1.4
EMC10	102.7
JOSD2	43.4
ASPDH	5.6
LRRC4B	0.7
SYT3	0.5
C19orf81	0.3
SHANK1	0.3
CLEC11A	10.5
GPR32	0.0
AC010325.1	1.8
ACP4	3.6
C19orf48	115.3
KLK1	4.7
KLK15	0.0
KLK3	0.0
KLK2	0.0
KLK4	0.3
KLK5	0.0
KLK6	6.6
KLK7	5.7
KLK8	18.9
AC011473.4	0.3
KLK9	0.0
KLK10	204.1
KLK11	183.1
KLK12	1.4
KLK13	17.5
KLK14	1.2
CTU1	4.9
SIGLEC9	10.5
SIGLEC7	6.4
CD33	8.4
SIGLECL1	0.4
IGLON5	2.9
VSIG10L	7.7
ETFB	151.4
AC008750.8	0.4
CLDND2	4.7
NKG7	4.8
LIM2	0.0
C19orf84	0.0
SIGLEC10	11.4
SIGLEC8	3.4
CEACAM18	8.1
SIGLEC12	2.3
SIGLEC6	2.2
ZNF175	48.8
SIGLEC5	2.6
